ESEMBLID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
gene880	0.20139775	0.05406465	0.5078626	0.32849324	0.38254035	0.099523626	0.2791009	0.5798844	0.9410841	1.0	0.2931202	0.11560782	0.0	0.34292582	0.24364452	0.081677556	0.27401036	0.8509811	0.26568803	0.17059298
gene881	0.460933	0.8369059	0.6136775	0.028678752	0.44608864	0.035109032	0.27728015	0.0	0.7900544	0.9310471	0.72896314	0.88572145	0.8343728	0.9720479	0.84373325	0.7267344	0.40877613	0.6197529	1.0	0.6053154
gene882	0.6883607	0.4135728	0.35754338	1.0	0.35624582	0.264013	0.30815646	0.5709385	0.3980391	0.47639114	0.27939734	0.41166162	0.3314992	0.5478765	0.33915564	0.0	0.24270011	0.35124594	0.24972765	0.698733
gene883	0.6543413	0.3685153	0.77253264	0.505332	0.5807572	0.6623924	0.54408026	0.10502267	0.81019366	0.680825	0.15741332	0.31569898	0.0	0.1857234	0.45549363	0.90005684	0.41196474	1.0	0.62729156	0.29218015
gene884	0.54950756	0.31320056	0.637259	0.4031763	0.0	0.50841796	0.75032645	0.6106058	1.0	0.18848984	0.87809545	0.902019	0.5066591	0.5374117	0.6789778	0.7611048	0.62673986	0.82863563	0.26754162	0.23162024
gene885	0.0	0.35736266	0.4804729	0.44697124	0.495975	0.29791427	0.39537463	0.36485	0.8023012	0.6519741	0.51723343	0.42456877	0.117771596	0.5510831	0.46749166	0.5108273	0.28081095	0.13237688	1.0	0.22873448
gene886	0.0	0.43788624	0.43617365	0.33127326	0.18964751	0.5757351	0.18673578	0.34964672	0.40262264	0.9527235	0.47993293	0.27627063	0.52188295	0.31934002	0.22704156	0.78218	0.758659	1.0	0.91850716	0.8370808
gene887	0.12598999	0.47055677	0.43935907	0.8898225	0.0	0.5415617	0.19492085	0.0076580085	0.41316333	0.5749015	0.40146595	0.2769211	0.4959854	0.71483886	0.2706888	1.0	0.25770214	0.75594866	0.32723835	0.16025269
gene888	0.6923328	0.6399529	1.0	0.2761098	0.69778496	0.36308855	0.6191554	0.46591622	0.34047174	0.57811093	0.0	0.005462789	0.5293681	0.54076207	0.14342672	0.37317517	0.6664888	0.384938	0.51303643	0.14551802
gene889	0.6690572	0.17202827	0.9297928	0.05393394	0.39004493	0.11386782	0.0	0.28629294	0.64670414	0.71254045	0.16212288	0.33374664	0.09043193	0.06654481	0.36123264	0.558147	0.60270196	1.0	0.5531144	0.6122859
gene890	0.026730083	0.58422333	0.5373883	0.50422835	0.7640225	0.3527709	0.0	0.69977516	0.47875422	0.81243855	0.52210844	0.68796325	0.6284954	0.19885312	0.88087225	1.0	0.7906514	0.69613177	0.87220913	0.82606226
gene891	0.5950863	0.58287877	0.5462887	0.6956401	0.8814226	0.6455975	0.0	0.45508763	0.79370975	1.0	0.5028551	0.46793506	0.2215212	0.8771685	0.95168954	0.13888381	0.63319397	0.8386244	0.6204369	0.24146466
gene892	0.45463637	0.22322223	0.45050582	0.5384349	0.78434956	0.3700348	0.312112	0.11793992	1.0	0.41504914	0.6511241	0.688705	0.0	0.32357407	0.7971235	0.48355746	0.35745874	0.47010487	0.57199323	0.2890811
gene893	0.20542735	0.42543596	0.21828908	0.1421714	0.15417942	0.11758956	0.078037694	0.14753686	0.009876096	0.2667333	0.20358433	0.14078784	0.0	0.26824328	0.2493385	0.35545367	0.30276784	0.24633913	1.0	0.16461019
gene894	0.52303165	0.21812442	1.0	0.49942508	0.27457425	0.23095557	0.3611155	0.0	0.50358266	0.5211513	0.32086045	0.07767194	0.087218545	0.21240366	0.04353359	0.24291603	0.22018214	0.06521173	0.44090086	0.58583134
gene895	0.47991237	0.83018637	0.21009924	0.8525795	0.6231299	0.88705796	0.8938861	0.806704	0.16448735	0.35908675	0.73876643	0.27856687	1.0	0.510676	0.5103466	0.06366637	0.0	0.1992886	0.20009844	0.30755928
gene896	0.23171027	0.5844094	0.6722199	0.3193387	0.25690275	0.57730985	0.0	0.22554275	0.027403334	0.60163605	0.5954277	0.3664524	0.77205616	0.21966828	0.3412341	1.0	0.27980894	0.7248287	0.29318643	0.261843
gene897	0.72798085	0.27131686	0.31805578	0.6147294	0.7877948	0.40199673	0.6306277	0.8588321	0.44714376	0.43556523	0.5943307	0.49031448	0.32949072	0.7668645	0.75155634	0.19684954	0.27461332	1.0	0.19747502	0.0
gene898	0.5642777	0.22937372	0.0005135889	0.7277117	0.037005976	0.042686123	0.7203997	0.7962707	0.6853993	0.68312895	0.19686605	0.3999449	0.065490335	1.0	0.24575663	0.126036	0.0	0.13849753	0.09121878	0.14314404
gene899	0.41408503	0.46847272	0.11429894	0.7844556	0.02422923	0.09513109	0.7138999	1.0	0.70267236	0.68172187	0.1645801	0.31009042	0.5474505	0.3817145	0.030675404	0.14863448	0.3350907	0.37138638	0.5029299	0.0
gene900	0.9686712	0.4596126	0.34683123	0.52765864	0.0	0.6302273	1.0	0.4207549	0.28007618	0.32171217	0.7775898	0.84157133	0.40751642	0.793052	0.2834169	0.40928346	0.31327787	0.7644831	0.23646368	0.97408575
gene901	0.5807154	0.9380536	0.81899387	1.0	0.98037297	0.3248016	0.34214512	0.94407874	0.3125128	0.25992212	0.17405273	0.540825	0.43165672	0.45805243	0.6304975	0.4257743	0.19041899	0.0	0.3797601	0.0758671
gene902	0.0	0.17832	0.7996429	0.08076916	0.066176966	0.13358179	0.18253121	0.23348346	0.6539825	0.21935843	0.4052319	0.30327997	0.02915234	0.077584974	0.33183604	1.0	0.23013264	0.38777053	0.53957635	0.4811087
gene903	0.8932273	0.5697585	0.7677532	0.6431515	0.6427655	0.6968852	0.0	0.47480357	0.5505831	0.6098995	0.3268669	0.88939244	0.66239786	0.665217	0.94491255	0.21323673	0.4797899	1.0	0.48941454	0.6518047
gene904	0.0	0.69206214	0.05648367	0.46841684	1.0	0.6848219	0.8378182	0.0593536	0.030380286	0.2000096	0.46564135	0.23740312	0.24652556	0.19051573	0.65320724	0.41053805	0.4037149	0.48677114	0.36310673	0.10611545
gene905	0.103654884	0.30658376	0.42815068	0.16042045	0.020488838	0.044368707	0.15074001	0.0	0.43714687	0.7980284	0.39002746	0.22486776	0.3645164	0.30311847	0.16880274	0.5298519	0.70360583	0.09543444	0.55181897	1.0
gene906	0.70159775	0.29667795	0.79015535	0.52436626	0.35404065	0.292206	0.49541828	0.0	1.0	0.66860163	0.47891024	0.20357461	0.6168148	0.5521028	0.583877	0.5316054	0.41688415	0.17447934	0.44714054	0.8485199
gene907	0.23629175	0.3261412	0.14557777	0.7161222	0.91172284	0.5712613	0.60676354	1.0	0.10844359	0.17451777	0.56912017	0.37982318	0.5191099	0.26289737	0.41580456	0.23129183	0.22379752	0.33789822	0.0	0.29239786
gene908	0.45345947	0.25129494	1.0	0.3601423	0.21929331	0.14148134	0.46622443	0.5547015	0.49036914	0.41368416	0.15519914	0.0	0.45319143	0.2092021	0.1864834	0.5858927	0.70820236	0.5742161	0.52009434	0.35513023
gene909	0.68986607	0.19385296	0.29230207	0.8557376	1.0	0.38232598	0.9071108	0.42212656	0.3789897	0.52337134	0.0	0.41387755	0.629935	0.74079555	0.33214936	0.11850041	0.29722503	0.08578225	0.24520142	0.6761189
gene910	0.40278146	0.31713653	0.066301905	0.30898854	0.0	0.4356775	0.31419912	0.35109332	0.4768149	0.42867684	0.4637379	0.54957145	0.23426652	0.30607235	0.25353792	0.7281482	0.52001697	1.0	0.5650299	0.58881205
gene911	0.48521346	0.07616183	0.27795896	0.14578168	0.34809086	0.5129797	0.324506	0.0	0.76084346	0.81763697	0.42544696	0.42838585	0.09338653	0.857997	0.5288783	0.42480034	1.0	0.63006365	0.5864128	0.8574771
gene912	0.8625882	0.30319315	0.8031579	0.0	0.30771065	0.38021627	0.26792908	0.06808655	0.3549799	0.88413805	0.62724	0.3364807	0.72950166	0.31865126	0.462161	1.0	0.8325836	0.6794758	0.17823648	0.96652687
gene913	0.4037084	0.3923753	0.20829657	0.084848106	0.03778815	0.0	0.054112732	0.30349666	0.29780948	0.17106663	0.4279901	0.5600876	0.25520122	0.11153831	0.45842698	0.98323715	0.7099801	0.6284229	0.25825423	1.0
gene914	0.25177285	0.52071315	0.1237145	0.4709305	0.33405754	0.7196381	1.0	0.46428162	0.18843375	0.16493048	0.3890482	0.48933285	0.36547983	0.5096667	0.37141404	0.0	0.13322617	0.08298468	0.20306501	0.068304054
gene915	0.29165184	0.6804529	0.50817364	0.44156235	1.0	0.35797274	0.35284102	0.41817954	0.35641536	0.32574221	0.2881701	0.5170534	0.44901192	0.5684264	0.1589195	0.0018181785	0.0	0.26222995	0.17093089	0.06288103
gene916	0.20250268	0.29099372	0.2617221	0.5788292	0.0	0.6888447	0.38386145	0.14012448	0.49469846	0.16444507	0.23579697	0.37662405	0.063903935	0.9566363	0.31807432	1.0	0.6559343	0.68242586	0.7640781	0.6500338
gene917	0.5481107	0.44629794	0.29797328	0.7350732	1.0	0.7498457	0.3092919	0.9065061	0.76826394	0.6759697	0.7138105	0.7123954	0.75065506	0.4749263	0.6657216	0.0	0.32794476	0.32125735	0.9711033	0.23190704
gene918	0.57620656	0.056708016	1.0	0.34416628	0.23822369	0.3794238	0.24454041	0.10845301	0.45340046	0.18081759	0.2961867	0.7570563	0.23435278	0.39867443	0.5400918	0.29328135	0.2613366	0.55635643	0.0	0.16844746
gene919	0.46629405	0.2651544	0.47756493	0.5420096	1.0	0.3194375	0.49089167	0.58187467	0.15251781	0.6684667	0.37936676	0.0635023	0.327808	0.37346983	0.4324109	0.22276977	0.21864437	0.038845975	0.20043673	0.0
gene920	1.0	0.6216871	0.68169576	0.458389	0.2791497	0.33082706	0.24996218	0.60005236	0.3608929	0.015217089	0.34087613	0.08998721	0.4596065	0.45256472	0.3187253	0.36300912	0.48212394	0.9483271	0.043635864	0.0
gene921	0.058362123	0.1797862	0.67691946	0.5938989	0.1144467	0.25644803	0.17127663	0.0	0.6367389	0.5339831	0.1702648	0.30602714	0.051585026	0.37390447	0.22259605	0.6496629	0.5323632	0.23905477	1.0	0.36927536
gene922	0.6453431	0.19543216	0.6772358	0.69087934	0.39010715	0.45368728	0.42187518	0.28247002	1.0	0.7201248	0.44051018	0.5417331	0.6975393	0.44480598	0.37511885	0.41484118	0.45876506	0.67091316	0.6757636	0.0
gene923	0.0	0.5256669	0.86330855	1.0	0.39338222	0.8267733	0.50602746	0.21883847	0.80324435	0.6482441	0.77459884	0.2374932	0.7773644	0.48165888	0.6268388	0.17077594	0.43408754	0.14245354	0.6831359	0.634959
gene924	0.8136154	0.37253767	0.79113746	0.3180751	0.707049	0.0	0.45105803	0.70016783	0.7176925	1.0	0.15660165	0.04723473	0.13916117	0.5404498	0.84959733	0.36242756	0.18603346	0.772464	0.4720451	0.6975919
gene925	0.6819761	0.86963576	0.3763154	0.54154533	0.83959866	0.388428	1.0	0.9687803	0.3530794	0.20110556	0.41888306	0.4071786	0.68589365	0.7400155	0.49410397	0.0	0.18302041	0.41721904	0.3490586	0.054640345
gene926	0.54333776	0.85310316	0.0	0.86554533	0.97224003	0.9223218	0.3782421	0.8860988	0.109358124	0.7456112	0.33156022	0.37961212	1.0	0.8507143	0.48728284	0.09083175	0.4282824	0.020116221	0.31859693	0.33199385
gene927	0.6648441	0.66717803	0.60805744	0.5042051	0.8673887	0.9630612	0.38660148	0.14516376	0.3046155	0.48774746	0.45205134	0.5992848	0.44149575	0.92935604	0.7904004	0.46231443	1.0	0.17874195	0.68131715	0.0
gene928	0.115013175	0.38569668	0.037163455	0.569616	1.0	0.5784305	0.533408	0.88833994	0.09140658	0.083114594	0.19535941	0.09508647	0.6509496	0.33911356	0.28374076	0.15051718	0.0	0.046713557	0.00094918563	0.10430239
gene929	0.2996168	0.07930581	0.3056688	0.0	0.0745628	0.3562096	0.14922976	0.06490875	0.54190475	0.58502406	0.47250062	0.5375304	0.14516558	0.35844868	0.3179192	0.8479941	0.62060755	0.43982008	1.0	0.2593917
gene930	0.5734999	0.19297093	1.0	0.33239266	0.21457838	0.32265413	0.25265154	0.0	0.50349754	0.24890931	0.27077973	0.39685652	0.39099264	0.107969	0.21367013	0.06453752	0.22777581	0.07497114	0.1453209	0.057018653
gene931	0.7832339	0.06509802	1.0	0.2388525	0.49824733	0.045458406	0.49796245	0.21820162	0.745139	0.76150805	0.0	0.121428974	0.12871523	0.059693426	0.16452245	0.5323049	0.47238132	0.4882032	0.5216102	0.35415787
gene932	0.38051513	1.0	0.0	0.90592	0.39982682	0.19189498	0.9295082	0.9914488	0.85219574	0.004813296	0.15325862	0.50287825	0.6686169	0.6645495	0.44531512	0.104641296	0.033493243	0.48498398	0.4509833	0.39276347
gene933	0.41059473	0.5752395	0.34100172	0.43953365	0.51121974	0.20016594	0.4406864	1.0	0.36801183	0.17234708	0.24749574	0.32414177	0.47715446	0.6588021	0.23830493	0.0	0.22957881	0.24244675	0.39900988	0.2363016
gene934	0.12037271	0.83188146	0.4370572	0.5874955	0.31386453	0.2700104	0.36093178	0.59029454	0.0	0.5660567	0.20610182	0.20014514	0.7710685	0.30310792	0.26672238	1.0	0.4153124	0.2319023	0.38505638	0.52220434
gene935	0.6702387	0.5981834	0.7035333	0.20075203	0.83014303	0.12361176	0.0	0.34426868	0.42235672	0.6977968	0.9553556	0.7145835	0.5413712	0.50790244	0.34814057	1.0	0.41420203	0.6964224	0.7545514	0.5673037
gene936	0.19654664	0.72375447	0.19406699	0.9568613	1.0	0.801004	0.35266638	0.94572085	0.0	0.12193583	0.2864671	0.36099225	0.5303747	0.5368546	0.3923359	0.206546	0.15383862	0.08126939	0.0834726	0.016973546
gene937	0.49330762	0.13809752	1.0	0.5524509	0.3330409	0.13607793	0.1989943	0.220204	0.65924716	0.6652164	0.36795554	0.45090184	0.3394933	0.32049605	0.016167084	0.4620099	0.9576597	0.33540538	0.0	0.6401258
gene938	1.0	0.24258702	0.0029062391	0.14256667	0.08718381	0.018634226	0.5637922	0.61000055	0.66460705	0.20752661	0.12859356	0.55829275	0.2314948	0.40484238	0.22001225	0.0	0.60136086	0.4654059	0.79666704	0.57660973
gene939	0.5536116	0.09304151	0.8810912	0.33352908	0.5907588	0.4435014	0.13178377	0.0	1.0	0.69568187	0.78718436	0.8400691	0.019434348	0.6823953	0.8900344	0.21077146	0.5448788	0.2726126	0.65827775	0.32363898
gene940	0.83588487	0.003106915	1.0	0.079050116	0.69941175	0.0	0.30555192	0.4607062	0.42990124	0.35852125	0.296792	0.5517174	0.61563367	0.022445219	0.46816245	0.2696939	0.60432714	0.28499877	0.41689923	0.05281669
gene941	0.8574629	0.3618834	1.0	0.4814296	0.7963157	0.28487614	0.3360971	0.6438031	0.59440774	0.941198	0.0	0.31526518	0.23578314	0.43773872	0.88847685	0.78147686	0.6273052	0.7519455	0.664289	0.34517482
gene942	0.79021996	0.2459852	0.18287455	0.6173572	1.0	0.28127253	0.27671003	0.4511188	0.29312307	0.11560121	0.1617049	0.0	0.37780038	0.47385806	0.23931532	0.15486896	0.31843257	0.14193685	0.072361216	0.16338351
gene943	0.0	0.4388025	0.030420145	0.52732265	0.075694025	0.31233612	0.28556472	0.07266004	0.1483356	0.24669504	0.24103037	0.11577277	0.3028095	0.20353395	0.046342243	0.44053292	0.38245	0.0813032	1.0	0.26638612
gene944	0.3374417	0.6802878	0.09846633	0.56835306	0.53578967	0.46471417	0.43390197	1.0	0.30191383	0.37129423	0.2490265	0.7080355	0.6977541	0.4621072	0.6855289	0.062381186	0.1007228	0.32513294	0.0	0.080798104
gene945	0.0069530355	0.5195295	0.31174517	0.0	0.13736014	0.16762663	0.21793263	0.3674127	0.47805923	0.5678956	0.5474752	0.17263956	0.25445586	0.441805	0.5633115	1.0	0.38453516	0.25347936	0.77888614	0.52486455
gene946	0.06096783	0.34215736	0.100698285	0.84762245	0.37977308	0.2503343	0.13110895	0.00644395	0.09745743	1.0	0.2665627	0.04932329	0.23554419	0.0040310957	0.45905605	0.13051546	0.00034838237	0.0	0.029569967	0.18879466
gene947	0.6112687	0.73983246	0.8256602	1.0	0.9119197	0.64980364	0.6939799	0.84764963	0.4320069	0.46344724	0.53012735	0.4949611	0.75711644	0.37224925	0.4324688	0.007790323	0.04602784	0.5644353	0.17417376	0.0
gene948	1.0	0.3273585	0.1997631	0.60047185	0.45620504	0.1695133	0.26310688	0.4359931	0.46003187	0.31602922	0.4849871	0.4154572	0.70087314	0.5524794	0.18743196	0.0013557777	0.0	0.59339875	0.5027706	0.3861619
gene949	0.14402457	0.54224	0.49892816	0.6243002	0.61198556	1.0	0.90279925	0.61582565	0.07447181	0.47052473	0.53268194	0.22940184	0.63723284	0.32053697	0.5972146	0.0	0.10116489	0.13801077	0.65068865	0.0656281
gene950	0.39746648	0.10951591	1.0	0.08463162	0.5880162	0.11086234	0.0	0.21555483	0.5821484	0.35702133	0.3805431	0.29251513	0.22521773	0.07588209	0.6570956	0.38213208	0.3255896	0.5997085	0.476333	0.61022484
gene951	0.05800671	0.3591735	0.49215424	0.12214811	0.23483525	0.13590604	0.0	0.35511053	0.45147583	0.46046996	0.2789302	0.10437714	0.11446296	0.24916548	0.47545788	1.0	0.31189921	0.6359171	0.47703403	0.9353092
gene952	0.3813198	0.5051148	0.49177474	0.5014233	1.0	0.3068047	0.7567053	0.66387874	0.254511	0.17441346	0.24167149	0.27950695	0.74185306	0.40024778	0.107117444	0.014710489	0.13576312	0.008658639	0.076235816	0.0
gene953	0.21620815	0.6997707	0.0	0.74956393	0.42006403	0.6995704	1.0	0.7310307	0.149197	0.45901287	0.75303376	0.417901	0.75184494	0.8744997	0.44592786	0.50336856	0.4309384	0.49820426	0.12620763	0.80121094
gene954	1.0	0.27605477	0.23246431	0.8365106	0.48911682	0.17028616	0.43476865	0.6136251	0.8763442	0.0	0.6483953	0.42439565	0.64687556	0.7051201	0.32303965	0.6826782	0.25765377	0.03792101	0.55138993	0.2827687
gene955	0.15684216	0.57758033	0.30012712	0.98882085	0.7904837	0.5508635	0.2521429	0.6301633	0.506453	0.21963349	0.6742888	0.593454	0.39696103	0.58319336	0.34109354	0.1904195	0.0	0.06663062	1.0	0.20449355
gene956	0.2151038	0.017187757	0.39926627	0.13283935	0.045739975	0.15729995	0.4560502	0.07490099	0.40978393	0.05213414	0.49787438	0.11472322	0.42756733	0.0	0.027310131	0.8129498	0.5677976	0.9366167	1.0	0.6825888
gene957	0.67568874	0.55721647	0.3062527	0.38315576	0.55759096	0.37449718	0.81030416	0.95404816	0.2832506	0.24726094	0.6016215	0.08358606	0.45189488	1.0	0.2819989	0.5669297	0.5571519	0.21969251	0.0	0.5060486
gene958	0.0	0.4509873	0.45357007	0.3881809	0.6164606	0.26874933	0.51004785	0.1379425	0.6942447	0.43021485	1.0	0.7440902	0.26331893	0.75763077	0.4219171	0.6269071	0.8860387	0.45731908	0.6808551	0.4188404
gene959	0.09245024	0.29433736	0.06552824	0.25349057	0.44716632	0.288981	0.0	0.24018863	0.36683258	0.58564675	0.55163336	0.41086584	0.074517615	0.2227518	0.35713783	0.4909007	0.7076726	0.37362567	0.64699835	1.0
gene960	1.0	0.22012739	0.5905652	0.3766615	0.3681867	0.11155675	0.17928909	0.32564008	0.65698117	0.47250295	0.0	0.52576154	0.115157925	0.10850708	0.43397802	0.5605992	0.19207892	0.61915725	0.78088576	0.26855233
gene961	0.2644168	0.3845212	0.2337381	0.6012264	1.0	0.25690833	0.51600474	0.41709918	0.23502009	0.27584943	0.13551483	0.26327616	0.22282536	0.32436916	0.41851506	0.0	0.33338282	0.1576842	0.25097147	0.18820477
gene962	0.35527816	0.3991133	0.33095473	0.3489313	0.0	0.57351947	0.36847427	0.4748425	0.6261004	0.4568462	0.5593223	0.4618931	0.41370162	0.39251336	0.521801	0.783653	0.56347376	1.0	0.65148973	0.49783394
gene963	0.48129207	0.4886961	0.5161448	0.32595345	0.0	0.42767796	0.48416707	0.4235102	0.74516	0.43252486	0.7264827	0.7184469	0.42215917	0.3287339	0.45360938	0.94954383	0.6903945	1.0	0.837108	0.9160913
gene964	0.059593137	0.47257224	0.0	0.66876626	0.26444766	0.30018076	0.071364924	0.39382997	0.077901	0.26092032	0.11501875	0.29180202	0.25885835	1.0	0.23324198	0.4371599	0.23107491	0.22655365	0.91586816	0.2668172
gene965	0.0074225888	0.6037875	0.08640756	0.55364555	1.0	0.65547264	0.37858978	0.7605594	0.13769814	0.3390024	0.44513866	0.5024192	0.3673991	0.4899678	0.4366872	0.5219234	0.24621832	0.17691694	0.1667155	0.0
gene966	0.049410135	0.34160027	0.06572281	0.5848492	1.0	0.37662026	0.29713437	0.6084098	0.031974304	0.31559113	0.24652345	0.16615805	0.28993738	0.35303578	0.4139771	0.2574065	0.08989021	0.0	0.034698952	0.1259599
gene967	0.13906164	0.3508856	0.105666064	0.18672313	0.1024711	0.0	0.1882126	0.24719569	0.1402448	0.055594403	0.15610573	0.29375657	0.12267914	0.20525536	0.2335924	0.9504071	0.3957168	0.15207906	0.21847264	1.0
gene968	0.06297973	0.53508353	0.0011019965	0.7014797	0.39856362	1.0	0.57272214	0.6502844	0.0	0.30974013	0.53988457	0.35796744	0.6614037	0.41178733	0.66978735	0.02879309	0.26542407	0.18680276	0.22176704	0.15781102
gene969	0.6607825	0.5618163	0.99902	0.0	0.77065635	0.16482122	0.28072324	0.3085337	0.7411599	0.47021335	0.5487918	0.7326231	0.3313639	0.66709757	1.0	0.5872995	0.86928666	0.5127869	0.7950986	0.7861104
gene970	0.43034723	0.13137157	0.24808076	0.3763236	0.25557235	0.07045598	0.32993862	0.56861544	0.22755402	0.0	0.11402466	0.096136026	0.13425097	1.0	0.07737114	0.10134822	0.38400188	0.28010425	0.44046623	0.0067663984
gene971	0.67666143	0.18447886	0.3853331	0.5142356	0.4015187	1.0	0.8158815	0.69646037	0.5295269	0.21585515	0.12592818	0.34536484	0.10316157	0.47480682	0.14995566	0.015231026	0.174941	0.5175304	0.27582347	0.0
gene972	0.1922879	0.3814556	0.8918356	0.5602598	0.63367015	0.0	0.35710886	0.16654332	0.48904765	0.17039041	0.5825847	0.47391602	0.2690888	0.79084224	0.7446533	0.9311474	0.44044727	0.52760994	0.7430733	1.0
gene973	0.0	0.35185125	0.5910796	0.30886033	0.7224666	0.26481497	0.16103274	0.06271973	0.33700922	0.6384003	0.502756	0.41104537	0.36259022	0.36499822	0.2196981	1.0	0.45055297	0.15357673	0.49626994	0.5740298
gene974	0.37743542	0.73729324	0.38058448	0.9025517	0.88149357	1.0	0.2925927	0.834093	0.7279908	0.3116944	0.61012304	0.5829237	0.559303	0.9095311	0.6937322	0.0	0.2484396	0.3693645	0.44700286	0.19977559
gene975	0.6049228	0.17294586	0.5545572	0.47640213	0.3785157	1.0	0.26228195	0.051040735	0.73397595	0.28317922	0.5562313	0.66424525	0.0	0.6734264	0.8677764	0.26473245	0.18465178	0.31690797	0.16973288	0.13602713
gene976	0.3555041	0.6501759	0.47821546	0.2619441	0.9820872	0.36065373	0.34274763	0.0	0.5785258	0.2536936	1.0	0.77761996	0.481417	0.09887051	0.65290743	0.83767813	0.20677337	0.28997293	0.5851718	0.21411063
gene977	0.6910843	0.7002451	0.30532938	0.87838554	0.6622658	0.7033793	0.8675588	0.9507084	0.4260787	0.3860027	0.60392386	0.5920663	0.8937547	1.0	0.5173055	0.0	0.19097684	0.19562769	0.68927896	0.06264402
gene978	0.5970554	0.30066907	1.0	0.40681443	0.44139895	0.26588356	0.11977165	0.14549936	0.7055611	0.468632	0.43422598	0.6002479	0.083155856	0.5044134	0.65658677	0.0	0.26875257	0.32420057	0.6669348	0.093066424
gene979	0.33182734	0.5398808	1.0	0.11064923	0.16828027	0.36122417	0.07235428	0.0	0.2761779	0.492896	0.19513619	0.52177536	0.46525386	0.49566036	0.5952832	0.19202413	0.41157514	0.5010758	0.8064113	0.498811
